"sample_date","datetime","station_code","latitude","longitude","event_id","chlorophyll","pheophytin","diss_ammonia_sign","diss_ammonia","diss_calcium","diss_chloride","diss_nitrate_nitrite_sign","diss_nitrate_nitrite","doc","toc","don","diss_orthophos_sign","diss_orthophos","tot_phos","diss_silica","tds","tss","vss","tkn","tide","microcystis","secchi","water_temp","conductivity","specific_conductance","do","p_h","turbidity","flag_pqc","comment_pqc","unique_id"
2016-09-19,2016-09-19 09:27:00,"SHR",38.53188,-121.528,"SHR_2016-09-19 09:27:00",1.68,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,19.28,128,143,9.61,7.52,8,NA,NA,"SHR_2016-09-19 09:27:00"
2016-10-05,2016-10-05 10:25:00,"SHR",38.53188,-121.528,"SHR_2016-10-05 10:25:00",1.16,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,16.04,94,113,10.15,7.68,4.6,NA,NA,"SHR_2016-10-05 10:25:00"
2016-10-19,2016-10-19 10:30:00,"SHR",38.53188,-121.528,"SHR_2016-10-19 10:30:00",0.8,0.67,"=",0.02,10,4,"=",0.21,NA,1.9,0.2,"=",0.05,0.05,17.4,73,7,1,0.2,NA,NA,1.7,15.6,98,117,9.77,7.17,5.24,NA,NA,"SHR_2016-10-19 10:30:00"
2016-11-01,2016-11-01 10:00:00,"SHR",38.53188,-121.528,"SHR_2016-11-01 10:00:00",1.36,1.66,"=",0.03,13,6,"=",0.26,2.8,2.8,0.2,"=",0.06,0.07,20.4,97,10,1,0.3,NA,NA,0.81,15.1,130.9,161.5,8.72,7.42,7.6,NA,NA,"SHR_2016-11-01 10:00:00"
2016-11-18,2016-11-18 09:47:00,"SHR",38.53188,-121.528,"SHR_2016-11-18 09:47:00",0.7,0.7,"=",0.03,13,6,NA,NA,2.2,2.2,0.1,"=",0.05,NA,20.2,84,6,1,NA,NA,NA,1.3,13.2,133,172,9.45,7.67,4.7,NA,NA,"SHR_2016-11-18 09:47:00"
2016-11-18,2016-11-18 09:47:00,"SHR",38.53188,-121.528,"SHR_2016-11-18 09:47:00",NA,NA,NA,NA,NA,NA,"=",0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,13.2,133,172,9.45,7.67,4.7,NA,NA,"SHR_2016-11-18 09:47:00"
2016-11-18,2016-11-18 09:47:00,"SHR",38.53188,-121.528,"SHR_2016-11-18 09:47:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-29,2016-11-29 10:15:00,"SHR",38.53188,-121.528,"SHR_2016-11-29 10:15:00",1.65,1.25,"=",0.01,13,5,"=",0.25,2.7,2.7,0.1,"=",0.39,NA,22.8,108,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-29,2016-11-29 10:15:00,"SHR",38.53188,-121.528,"SHR_2016-11-29 10:15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.15,NA,1,0.75,10.3,115,161,10.07,7.42,12.6,NA,NA,"SHR_2016-11-29 10:15:00"
2016-12-14,2016-12-14 08:28:00,"SHR",38.53188,-121.528,"SHR_2016-12-14 08:28:00",3.05,2.51,"=",0.02,10,3,"=",0.23,NA,NA,NA,"=",0.03,NA,18,57,95,11,NA,NA,1,0.16,10,76,106.5,10.12,7.27,73.5,NA,NA,"SHR_2016-12-14 08:28:00"
2016-12-14,2016-12-14 08:28:00,"SHR",38.53188,-121.528,"SHR_2016-12-14 08:28:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.16,10,76,106.5,10.12,7.27,73.5,NA,NA,"SHR_2016-12-14 08:28:00"
2016-12-14,2016-12-14 08:28:00,"SHR",38.53188,-121.528,"SHR_2016-12-14 08:28:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1,0.16,10,76,106.5,10.12,7.27,73.5,NA,NA,"SHR_2016-12-14 08:28:00"
2016-12-14,2016-12-14 08:28:00,"SHR",38.53188,-121.528,"SHR_2016-12-14 08:28:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,1,0.16,10,76,106.5,10.12,7.27,73.5,NA,NA,"SHR_2016-12-14 08:28:00"
2016-12-21,2016-12-21 08:11:00,"SHR",38.53188,-121.528,"SHR_2016-12-21 08:11:00",1.7,0.9,"=",0.02,10,4,"=",0.21,3.3,3.5,0.2,"=",0.03,0.07,18.2,74,44,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-29,2016-12-29 08:12:00,"SHR",38.53188,-121.528,"SHR_2016-12-29 08:12:00",1.69,0.5,"=",0.01,12,4,"=",0.22,2.3,2.5,0.1,"=",0.03,0.04,22,65,29,2,0.1,NA,1,0.35,7.4,85,128,10.97,7.52,20.7,NA,NA,"SHR_2016-12-29 08:12:00"
2017-01-10,2017-01-10 09:41:00,"SHR",38.53188,-121.528,"SHR_2017-01-10 09:41:00",2.49,1.5,"=",0.02,7,2,"=",0.18,3.2,3.7,0.2,"=",0.03,0.1,12.2,31,117,12,0.4,NA,1,0.13,9.6,45,63.8,11.46,6.79,98.7,NA,NA,"SHR_2017-01-10 09:41:00"
2017-01-23,2017-01-23 09:45:00,"SHR",38.53188,-121.528,"SHR_2017-01-23 09:45:00",1.14,0.63,"=",0.01,9,3,"=",0.22,2.7,3.2,0.1,"=",0.04,0.05,15.8,68,53,4,0.2,NA,1,0.16,8.8,66,96.3,11.03,7.36,55,NA,NA,"SHR_2017-01-23 09:45:00"
2017-02-07,2017-02-07 09:00:00,"SHR",38.53188,-121.528,"SHR_2017-02-07 09:00:00",1.48,0.5,"=",0.01,8,2,"=",0.18,2,2.2,0.1,"=",0.02,0.05,13.8,57,30,2,0.2,NA,NA,0.45,9.6,59.1,84,11.53,7.5,28.5,NA,NA,"SHR_2017-02-07 09:00:00"
2017-02-23,2017-02-23 08:08:00,"SHR",38.53188,-121.528,"SHR_2017-02-23 08:08:00",0.67,0.5,"=",0.01,7,2,"=",0.14,1.9,2.1,0.1,"=",0.03,0.08,13.7,43,33,2,0.2,NA,NA,0.21,9.2,46,65.8,11.8,7.51,42.2,NA,NA,"SHR_2017-02-23 08:08:00"
2017-03-08,2017-03-08 08:05:00,"SHR",38.53188,-121.528,"SHR_2017-03-08 08:05:00",2.75,0.5,"=",0.01,12,3,"=",0.18,1.2,1.2,0.1,"=",0.03,0.04,19.6,81,35,3,0.1,NA,NA,0.22,9.8,87,123,10.68,7.49,37.4,NA,NA,"SHR_2017-03-08 08:05:00"
2017-03-21,2017-03-21 10:52:00,"SHR",38.53188,-121.528,"SHR_2017-03-21 10:52:00",3.2,0.73,"=",0.01,10,3,"=",0.1,1.4,1.4,0.1,"=",0.03,0.05,17.1,70,44,4,0.2,NA,1,0.4,11.7,79,106.5,10.86,7.59,31.9,NA,NA,"SHR_2017-03-21 10:52:00"
2017-04-04,2017-04-04 08:40:00,"SHR",38.53188,-121.528,"SHR_2017-04-04 08:40:00",6.88,0.89,"<",0.01,11,4,"=",0.14,1.2,1.3,0.1,"=",0.03,0.04,17.4,81,54,5,0.1,NA,NA,0.3,13.5,98,125,10.31,7.56,26.5,NA,NA,"SHR_2017-04-04 08:40:00"
2017-04-19,2017-04-19 08:48:00,"SHR",38.53188,-121.528,"SHR_2017-04-19 08:48:00",2.45,0.6,"<",0.01,9,2,"=",0.07,1.3,1.4,0.1,"=",0.02,0.1,16.3,62,33,2,0.3,NA,1,1,12.1,66,87.4,11.02,7.25,18.8,NA,NA,"SHR_2017-04-19 08:48:00"
2017-05-04,2017-05-04 10:08:00,"SHR",38.53188,-121.528,"SHR_2017-05-04 10:08:00",2.87,0.62,"<",0.01,9,2,"=",0.09,0.9,1,0.2,"=",0.03,0.04,15.2,65,39,3,0.2,NA,1,0.42,16.4,83,100,9.73,7.55,14.7,NA,NA,"SHR_2017-05-04 10:08:00"
2017-05-17,2017-05-17 07:38:00,"SHR",38.53188,-121.528,"SHR_2017-05-17 07:38:00",2.6,0.66,"<",0.01,8,2,"=",0.05,1.6,1.7,0.1,"=",0.02,0.05,15.2,65,52,4,0.2,NA,1,1,14.5,70.6,88.3,10.17,7.09,21.4,NA,NA,"SHR_2017-05-17 07:38:00"
2017-05-31,2017-05-31 09:18:00,"SHR",38.53188,-121.528,"SHR_2017-05-31 09:18:00",2.29,0.89,"=",0.01,8,2,"=",0.07,1.6,1.8,0.1,"=",0.02,0.03,14.8,60,26,3,0.1,NA,NA,NA,16.9,75,88,9.55,7.14,11,NA,NA,"SHR_2017-05-31 09:18:00"
2017-06-13,2017-06-13 08:15:00,"SHR",38.53188,-121.528,"SHR_2017-06-13 08:15:00",2.8,1.02,"=",0.01,9,3,"=",0.1,1.9,1.9,0.4,"=",0.02,0.04,15.7,69,30,4,0.2,NA,1,1.2,16.5,88.7,106,9.29,7.46,14,NA,NA,"SHR_2017-06-13 08:15:00"
2017-06-27,2017-06-27 08:56:00,"SHR",38.53188,-121.528,"SHR_2017-06-27 08:56:00",2.7,1.15,"=",0.01,8,3,"=",0.08,1.5,1.6,0.1,"=",0.03,0.04,14.8,54,7,1,0.1,NA,1,1.8,20.6,88.4,96.5,8.76,7.1,4.5,NA,NA,"SHR_2017-06-27 08:56:00"
2017-07-18,2017-07-18 08:45:00,"SHR",38.53188,-121.528,"SHR_2017-07-18 08:45:00",3.58,1.66,"=",0.02,9,3,"=",0.06,1.8,1.8,0.1,"=",0.03,0.03,15.2,63,13,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-01,2017-08-01 08:55:00,"SHR",38.53188,-121.528,"SHR_2017-08-01 08:55:00",3.59,1.26,"=",0.02,9,2,"=",0.02,1.6,1.7,0.1,"=",0.03,0.03,15.3,73,16,3,0.1,NA,NA,NA,21.8,98,104,8.64,7.79,8.2,NA,NA,"SHR_2017-08-01 08:55:00"
2017-08-15,2017-08-15 09:36:00,"SHR",38.53188,-121.528,"SHR_2017-08-15 09:36:00",3.73,1.27,"=",0.01,9,2,"=",0.04,1.8,1.9,0.2,"=",0.03,0.03,14.5,74,17,3,0.2,NA,1,0.85,20.6,102,111,8.66,7.52,8.4,NA,NA,"SHR_2017-08-15 09:36:00"
2017-08-29,2017-08-29 09:05:00,"SHR",38.53188,-121.528,"SHR_2017-08-29 09:05:00",2.12,0.58,"<",0.01,10,3,"=",0.05,1.9,1.9,0.1,"=",0.03,0.03,15.2,78,11,2,0.1,NA,1,0.9,21.2,111,120,8.53,7.77,8.1,NA,NA,"SHR_2017-08-29 09:05:00"
2017-09-12,2017-09-12 11:12:00,"SHR",38.53188,-121.528,"SHR_2017-09-12 11:12:00",2.46,0.86,"<",0.01,11,3,"=",0.06,1.8,1.9,0.1,"=",0.03,0.05,17.9,80,18,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-19,2017-09-19 10:40:00,"SHR",38.53188,-121.528,"SHR_2017-09-19 10:40:00",2.71,1.16,"<",0.01,9,3,"=",0.06,1.7,1.9,0.1,"=",0.03,0.03,15.8,72,14,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-03,2017-10-03 09:48:00,"SHR",38.53188,-121.528,"SHR_2017-10-03 09:48:00",2.19,1,"<",0.01,9,2,"=",0.05,1.5,1.6,0.1,"=",0.02,0.03,15.8,64,12,1,0.1,NA,NA,1.01,16,81,98,9.64,7.81,1.2,NA,NA,"SHR_2017-10-03 09:48:00"
2017-10-17,2017-10-17 10:48:00,"SHR",38.53188,-121.528,"SHR_2017-10-17 10:48:00",3.04,0.89,"<",0.01,9,3,"=",0.07,1.9,1.5,0.1,"=",0.03,0.03,15.8,73,7,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-01,2017-11-01 09:37:00,"SHR",38.53188,-121.528,"SHR_2017-11-01 09:37:00",2.09,1.19,"<",0.01,11,4,"=",0.08,1.5,1.5,0.1,"=",0.02,0.13,17.2,78,11,1,0.1,NA,NA,1.5,15.1,98,121,9.48,7.64,3.63,NA,NA,"SHR_2017-11-01 09:37:00"
2017-11-14,2017-11-14 09:20:00,"SHR",38.53188,-121.528,"SHR_2017-11-14 09:20:00",3.59,2.28,"=",0.03,14,7,"=",0.14,2.7,2.7,0.1,"=",0.04,0.04,20.2,123,16,2,0.2,NA,NA,1,13.8,132,168,9.28,7.11,9.2,NA,NA,"SHR_2017-11-14 09:20:00"
2017-11-28,2017-11-28 09:30:00,"SHR",38.53188,-121.528,"SHR_2017-11-28 09:30:00",2.84,1.85,"=",0.02,14,8,"=",0.24,2.9,3,0.2,"=",0.04,0.05,20.1,121,21,2,0.3,NA,NA,0.8,13,137,178,9.31,7.56,11.3,NA,NA,"SHR_2017-11-28 09:30:00"
2017-12-14,2017-12-14 09:32:00,"SHR",38.53188,-121.528,"SHR_2017-12-14 09:32:00",2.66,0.79,"=",0.01,13,7,"=",0.13,2.3,2.4,0.2,"=",0.03,0.05,18,103,5,1,0.2,NA,NA,1.28,9.4,115,163,10.97,7.51,5.1,NA,NA,"SHR_2017-12-14 09:32:00"
2017-12-19,2017-12-19 09:50:00,"SHR",38.53188,-121.528,"SHR_2017-12-19 09:50:00",4.13,1.04,"=",0.01,NA,7,"=",0.11,2.2,2.4,0.2,"=",0.04,0.04,NA,103,14,1,0.2,NA,NA,0.7,9.2,116,166,11.07,7.43,8.6,NA,NA,"SHR_2017-12-19 09:50:00"
2017-12-19,2017-12-19 09:50:00,"SHR",38.53188,-121.528,"SHR_2017-12-19 09:50:00",NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0.7,9.2,116,166,11.07,7.43,8.6,NA,NA,"SHR_2017-12-19 09:50:00"
2018-01-04,2018-01-04 09:24:00,"SHR",38.53188,-121.528,"SHR_2018-01-04 09:24:00",2.47,2.31,"=",0.01,12,6,"=",0.14,2,2,0.2,"=",0.03,0.05,18.2,101,8,1,0.2,NA,1,1,9.8,114,161,11,7.54,5.7,NA,NA,"SHR_2018-01-04 09:24:00"
2018-01-18,2018-01-18 09:27:00,"SHR",38.53188,-121.528,"SHR_2018-01-18 09:27:00",3.23,1.5,"=",0.02,14,8,"=",0.23,3,3.2,0.2,"=",0.05,0.07,20.7,120,22,2,0.3,NA,NA,0.7,11.2,144,196,9.97,7.39,17.9,NA,NA,"SHR_2018-01-18 09:27:00"
2018-01-31,2018-01-31 10:11:00,"SHR",38.53188,-121.528,"SHR_2018-01-31 10:11:00",2.94,2.08,"=",0.01,13,8,"=",0.25,2.6,3.1,0.2,"=",0.04,0.07,20.5,103,10,1,0.3,NA,NA,0.5,10,121,169,10.81,7.67,15.1,NA,NA,"SHR_2018-01-31 10:11:00"
2018-02-14,2018-02-14 10:02:00,"SHR",38.53188,-121.528,"SHR_2018-02-14 10:02:00",2.87,2.2,"<",0.01,13,7,"=",0.11,2.2,2.2,0.2,"=",0.03,0.39,18.7,104,11,2,0.2,NA,NA,1,10.5,127,176,10.8,7.63,7.2,NA,NA,"SHR_2018-02-14 10:02:00"
2018-02-27,2018-02-27 10:17:00,"SHR",38.53188,-121.528,"SHR_2018-02-27 10:17:00",3.36,1.38,"=",0.02,14,7,"=",0.13,2.3,3.2,0.2,"=",0.03,0.05,16.7,109,9,1,0.3,NA,NA,0.9,9.2,123,176,11.09,7.48,9.7,NA,NA,"SHR_2018-02-27 10:17:00"
2018-03-13,2018-03-13 09:40:00,"SHR",38.53188,-121.528,"SHR_2018-03-13 09:40:00",3.85,2.07,"=",0.02,13,7,"=",0.09,1.8,1.8,0.2,"=",0.03,0.03,17.8,102,14,2,0.1,NA,NA,1,14,129,164,10.17,7.71,6.1,NA,NA,"SHR_2018-03-13 09:40:00"
2018-03-29,2018-03-29 08:57:00,"SHR",38.53188,-121.528,"SHR_2018-03-29 08:57:00",3.03,1.27,"<",0.01,9,3,"=",0.14,2.5,2.6,0.1,"=",0.03,0.06,16.9,67,36,4,0.3,NA,NA,0.44,12.6,81,106,10.2,7.45,22.3,NA,NA,"SHR_2018-03-29 08:57:00"
2018-04-11,2018-04-11 09:18:00,"SHR",38.53188,-121.528,"SHR_2018-04-11 09:18:00",2.73,0.66,"=",0.01,9,4,"=",0.09,3,3.2,0.2,"=",0.03,0.1,15.1,66,48,6,0.4,NA,NA,0.25,13.9,80,102,9.63,7.36,44.7,NA,NA,"SHR_2018-04-11 09:18:00"
2018-04-24,2018-04-24 10:50:00,"SHR",38.53188,-121.528,"SHR_2018-04-24 10:50:00",5.52,1.54,"=",0.01,12,5,"=",0.13,1.9,2.1,0.1,"=",0.03,0.17,18.3,89,22,2,0.5,NA,NA,0.7,17.3,120.7,141.4,9.36,7.67,10.2,NA,NA,"SHR_2018-04-24 10:50:00"
2018-05-02,2018-05-02 10:12:00,"SHR",38.53188,-121.528,"SHR_2018-05-02 10:12:00",6.06,1.76,"<",0.01,12,5,"=",0.04,1.9,1.9,0.1,"=",0.03,0.03,17.6,86,6,1,0.1,NA,1,1.45,16.9,110,142,9.65,7.93,2.9,NA,NA,"SHR_2018-05-02 10:12:00"
2018-05-16,2018-05-16 09:47:00,"SHR",38.53188,-121.528,"SHR_2018-05-16 09:47:00",3.32,3.21,"=",0.01,11,4,"=",0.04,1.6,1.6,0.1,"=",0.03,0.04,17.2,74,4,1,0.1,NA,NA,1.4,18.7,109,124,9.06,7.82,3.3,NA,NA,"SHR_2018-05-16 09:47:00"
2018-05-29,2018-05-29 09:46:00,"SHR",38.53188,-121.528,"SHR_2018-05-29 09:46:00",4.14,2.02,"=",0.02,12,6,"=",0.06,1.9,2.1,0.1,"=",0.04,0.04,18.8,88,14,2,0.2,NA,1,0.75,20.1,135,149,8.91,7.56,8.3,NA,NA,"SHR_2018-05-29 09:46:00"
2018-06-13,2018-06-13 09:40:00,"SHR",38.53188,-121.528,"SHR_2018-06-13 09:40:00",2.83,2.04,"<",0.01,10,4,"=",0.05,1.7,1.8,0.1,"=",0.04,0.04,16.3,79,8,2,0.1,NA,1,1.32,21.1,112.8,121.9,8.79,7.58,3.8,NA,NA,"SHR_2018-06-13 09:40:00"
2018-06-27,2018-06-27 09:35:00,"SHR",38.53188,-121.528,"SHR_2018-06-27 09:35:00",3.75,2.42,"<",0.1,9,3,"=",0.02,1.5,1.5,0.1,"=",0.03,0.03,16.1,69,10,2,0.2,NA,1,1.25,21.6,100,106,8.58,7.57,4.9,NA,NA,"SHR_2018-06-27 09:35:00"
2018-07-12,2018-07-12 10:37:00,"SHR",38.53188,-121.528,"SHR_2018-07-12 10:37:00",2.33,1.55,"=",0.01,9,3,"=",0.03,1.5,1.5,0.1,"=",0.03,0.03,16.7,67,10,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-25,2018-07-25 09:59:00,"SHR",38.53188,-121.528,"SHR_2018-07-25 09:59:00",2.37,1.78,"=",0.01,9,2,"=",0.03,1.7,1.8,0.1,"=",0.02,0.03,16.5,64,15,2,0.1,NA,1,1.1,22.3,106,112,8.57,7.68,3.9,NA,NA,"SHR_2018-07-25 09:59:00"
2018-08-09,2018-08-09 09:05:00,"SHR",38.53188,-121.528,"SHR_2018-08-09 09:05:00",2.53,2.04,"=",0.01,12.4,3,"=",0.027,1.8,1.8,0.1,"=",0.03,0.04,19.9,83,20,2,0.2,NA,1,0.9,20.3,124,137,8.56,7.56,8.3,NA,NA,"SHR_2018-08-09 09:05:00"
2018-08-23,2018-08-23 08:55:00,"SHR",38.53188,-121.528,"SHR_2018-08-23 08:55:00",1.35,1.12,"<",0.01,11,4,"=",0.019,1.8,1.8,0.12,"=",0.04,0.04,17.5,90,8,1,0.2,NA,1,1.91,20.3,133,146,8.62,7.47,5.5,NA,NA,"SHR_2018-08-23 08:55:00"
2018-09-06,2018-09-06 09:26:00,"SHR",38.53188,-121.528,"SHR_2018-09-06 09:26:00",1.69,1.5,"=",0.01,13,5,"=",0.02,1.8,1.8,0.1,"=",0.042,0.047,19.2,96,14,2,0.126,NA,1,1.3,19.9,140,155,8.54,7.59,5.7,NA,NA,"SHR_2018-09-06 09:26:00"
2018-09-20,2018-09-20 09:45:00,"SHR",38.53188,-121.528,"SHR_2018-09-20 09:45:00",1.14,1.18,"<",0.01,11.5,4,"=",0.04,1.7,1.7,0.1,"=",0.033,0.03,19.5,78,2,1,0.123,NA,1,1.7,18,111,128,9.06,7.7,8,NA,NA,"SHR_2018-09-20 09:45:00"
2018-10-11,2018-10-11 09:07:00,"SHR",38.53188,-121.528,"SHR_2018-10-11 09:07:00",0.55,0.5,"=",0.02,11,4,"=",0.156,1.6,1.6,0.1,"=",0.04,0.04,18.6,88,3,1,0.126,NA,1,2.2,17.4,109,127,8.98,7.68,4.6,NA,NA,"SHR_2018-10-11 09:07:00"
2018-10-26,2018-10-26 09:01:00,"SHR",38.53188,-121.528,"SHR_2018-10-26 09:01:00",0.98,1.23,"<",0.05,11,4.5,"=",0.09,1.5,1.6,0.8,"<",0.05,0.03,18.4,79,3,1,0.9,NA,1,NA,15.9,106,129,9.47,7.68,5.8,NA,NA,"SHR_2018-10-26 09:01:00"
2018-11-09,2018-11-09 09:29:00,"SHR",38.53188,-121.528,"SHR_2018-11-09 09:29:00",0.86,0.8,"<",0.05,11.5,5,"=",0.128,1.6,1.6,0.1,"<",0.05,0.04,17.3,83,2,1,0.1,NA,1,3.5,12.8,106,138,9.87,7.84,4.6,NA,NA,"SHR_2018-11-09 09:29:00"
2018-11-27,2018-11-27 09:20:00,"SHR",38.53188,-121.528,"SHR_2018-11-27 09:20:00",2.9,2.71,"<",0.05,13.9,6.96,"=",0.15,3,3,0.2,"<",0.05,0.06,19.5,111,14,2,0.3,NA,1,1.15,12.4,141,185,9.33,7.56,7.5,NA,NA,"SHR_2018-11-27 09:20:00"
2018-12-12,2018-12-12 11:00:00,"SHR",38.53188,-121.528,"SHR_2018-12-12 11:00:00",1.43,0.98,"<",0.05,1,6.78,"<",0.05,2.6,2.6,0.2,"<",0.05,0.06,21.5,116,6,1,0.27,NA,1,2.4,10.3,133,184,10.24,8.58,7.6,NA,NA,"SHR_2018-12-12 11:00:00"
2018-12-27,2018-12-27 10:27:00,"SHR",38.53188,-121.528,"SHR_2018-12-27 10:27:00",1.81,1.6,"<",0.05,14.7,7.6,"=",0.304,2.8,2.8,0.22,"<",0.05,0.053,23.6,121,21,3,0.264,NA,1,0.6,9.7,133,188,10.29,6.41,16.8,NA,NA,"SHR_2018-12-27 10:27:00"
2019-01-09,2019-01-09 09:06:00,"SHR",38.53188,-121.528,"SHR_2019-01-09 09:06:00",5.61,0.5,"<",0.05,12,6,"=",0.4,3.2,2.9,0.3,"=",0.051,0.1,21,109,44,5,0.5,NA,1,0.38,8.9,113,163,10.62,7.44,30.9,NA,NA,"SHR_2019-01-09 09:06:00"
2019-01-23,2019-01-23 09:45:00,"SHR",38.53188,-121.528,"SHR_2019-01-23 09:45:00",2.1,1.73,"<",0.05,13.1,6,"=",0.4,4.1,4.1,0.3,"<",0.05,0.14,19.9,100,107,11,0.5,NA,1,0.14,10.4,108,150,9.7,7.67,74,NA,NA,"SHR_2019-01-23 09:45:00"
2019-02-04,2019-02-04 09:16:00,"SHR",38.53188,-121.528,"SHR_2019-02-04 09:16:00",4.66,2.22,"<",0.05,15.4,8,"=",0.373,2.8,2.8,0.3,"=",0.055,0.104,22.1,113,72,6,0.4,NA,1,0.33,11.4,140,188,9.84,8.11,38.5,NA,NA,"SHR_2019-02-04 09:16:00"
2019-02-20,2019-02-20 09:18:00,"SHR",38.53188,-121.528,"SHR_2019-02-20 09:18:00",1.49,0.52,"<",0.05,10.4,4,"=",0.47,3,3.1,0.1,"<",0.05,0.1,16.4,85,52,6,0.3,NA,1,0.2,8.5,87,127,10.59,7.47,57.4,NA,NA,"SHR_2019-02-20 09:18:00"
2019-02-27,2019-02-27 08:40:00,"SHR",38.53188,-121.528,"SHR_2019-02-27 08:40:00",1.3,0.89,"<",0.05,9,3,"=",0.26,2.8,2.8,0.1,"<",0.05,0.09,14.6,73,88,8,0.3,NA,1,0.2,8.8,170,101,11.56,7.87,57.2,3,"COND","SHR_2019-02-27 08:40:00"
2019-03-12,2019-03-12 09:12:00,"SHR",38.53188,-121.528,"SHR_2019-03-12 09:12:00",1.28,0.5,"<",0.05,10,2,"=",0.187,NA,NA,0.1,"<",0.05,0.06,17.9,73,33,4,0.3,NA,1,0.3,10.9,82,113,10.23,7.4,36.2,NA,NA,"SHR_2019-03-12 09:12:00"
2019-03-21,2019-03-21 08:44:00,"SHR",38.53188,-121.528,"SHR_2019-03-21 08:44:00",4.89,0.93,"<",0.05,12.1,4,"=",0.2,NA,NA,0.13,"<",0.05,0.08,20.3,88,15,2,0.25,NA,1,0.4,12.4,108,142,10.35,7.64,20.7,NA,NA,"SHR_2019-03-21 08:44:00"
2019-03-29,2019-03-29 09:05:00,"SHR",38.53188,-121.528,"SHR_2019-03-29 09:05:00",2.23,0.98,"<",0.05,11.5,4,"=",0.15,2.2,2.3,0.1,"<",0.05,0.05,17.3,78,31,4,0.2,NA,1,0.3,11.5,98,124,10.66,7.69,23.4,NA,NA,"SHR_2019-03-29 09:05:00"
2019-04-04,2019-04-04 09:25:00,"SHR",38.53188,-121.528,"SHR_2019-04-04 09:25:00",4.08,1.47,"<",0.05,11,3,"=",0.14,1.7,1.7,0.1,"<",0.05,0.05,17.2,83,32,3,0.183,NA,1,0.4,12.6,88,115,10.44,7.47,17.9,NA,NA,"SHR_2019-04-04 09:25:00"
2019-04-09,2019-04-09 09:10:00,"SHR",38.53188,-121.528,"SHR_2019-04-09 09:10:00",2.64,1.04,"<",0.05,10.1,2.71,"=",0.107,1.7,1.8,0.1,"<",0.05,0.01,17.5,73,34,3,0.1,NA,1,0.35,12.8,78,101,10.69,7.77,21.3,NA,NA,"SHR_2019-04-09 09:10:00"
2019-04-16,2019-04-16 09:13:00,"SHR",38.53188,-121.528,"SHR_2019-04-16 09:13:00",2.26,0.54,"<",0.05,10,2.46,"=",0.104,1.4,1.4,0.1,"<",0.05,0.047,19,70,26,3,0.2,NA,1,0.4,11,76,104,10.61,7.53,18.3,NA,NA,"SHR_2019-04-16 09:13:00"
2019-04-23,2019-04-23 09:10:00,"SHR",38.53188,-121.528,"SHR_2019-04-23 09:10:00",3.76,0.87,"<",0.05,109,2.71,"=",0.11,1.5,1.5,0.1,"<",0.05,0.04,18.6,74,37,4,0.126,NA,1,0.5,15.3,96,118,10.01,7.87,16.7,NA,NA,"SHR_2019-04-23 09:10:00"
2019-05-07,2019-05-07 10:13:00,"SHR",38.53188,-121.528,"SHR_2019-05-07 10:13:00",0.87,0.5,"<",0.05,9,3,"=",0.08,1.5,1.7,0.1,"<",0.05,0.02,15.9,63,5,1,0.1,NA,1,0.8,15.1,84,103,9.94,7.54,9.5,NA,NA,"SHR_2019-05-07 10:13:00"
2019-05-21,2019-05-21 09:59:00,"SHR",38.53188,-121.528,"SHR_2019-05-21 09:59:00",2.57,1.2,"<",0.05,9,3,"=",0.1,1.8,1.8,0.1,"<",0.05,0.05,15.7,69,20,3,0.2,NA,1,0.68,13.8,82,105,10.13,7.5,13.1,NA,NA,"SHR_2019-05-21 09:59:00"
